HOUR,TOTALLOAD,WIND,SOLAR,PRICE
14156,65561.30646,8161.847145,0.0,25.67
14157,60979.44222,8214.859452,0.0,21.15
14158,56345.31624,8142.432543999999,0.0,18.27
14159,52478.59887,8004.900646000001,0.0,17.48
14160,49734.36703,7821.472827,0.0,16.55
14161,47690.30363,7224.290009,0.0,15.52
14162,46409.96442,7237.582637,0.0,15.05
14163,45940.17011,6636.878163,0.0,15.52
14164,46669.83255,7397.059161,0.0,16.53
14165,48086.90803,6746.98286,0.0071,18.56
14166,48455.24435,6692.083424,56.441797,19.17
14167,49760.49851,6076.676314,619.416608,20.7
14168,52819.25691,6016.061038,1044.96729,21.59
14169,56745.89483,5630.1009460000005,1187.447809,27.75
14170,60623.79076,5005.374317,1362.205223,37.57
14171,64008.24638,4001.502952,1513.305596,138.24
14172,67022.60038,3603.217508,1496.818983,300.02
14173,69328.01247,4293.123923,1592.350642,930.69
14174,70862.13199,4720.288414999999,1315.683796,1386.71
14175,71755.05248,4855.727742,1146.437188,1338.5
14176,71340.67106,4293.4534,845.3831279999999,654.81
14177,69312.15036,3662.851507,710.3256739999999,96.81
14178,65817.97576,4294.380877,234.209611,42.78
14179,63437.2374,4655.427002,6.992595,35.87
14180,60396.96935,5207.33036,0.0,26.67
14181,56132.66381,6054.320093,0.0,21.14
14182,51871.85676,6480.205929,0.0,17.92
14183,48356.50927,6206.615347,0.0,17.85
14184,45683.56105,5697.448977,0.0,16.87
14185,43840.19826,5217.418792,0.0,16.11
14186,42739.55247,4847.376576999999,0.0,16.28
14187,42497.26357,3605.804427,0.0,16.19
14188,43565.31246,2179.677772,0.0,16.66
14189,45539.88259,1517.4137409999998,0.019905,17.75
14190,46171.35162,1436.0351180000002,74.259094,17.94
14191,48430.22949,1324.857206,686.8112960000001,19.21
14192,52303.21965,1635.2911,1491.351853,20.68
14193,56698.16762,989.880413,1684.357936,26.72
14194,61022.45758,1289.368302,1716.661123,41.22
14195,64898.10063,1835.981384,1727.221189,74.89
14196,67844.87146,2146.269116,1677.099959,268.0
14197,69855.52714,2145.1361460000003,1679.276423,802.57
14198,70961.87776,2066.785609,1509.048532,1758.0
14199,71072.96719,2754.703478,1353.27518,1758.0
14200,70542.74369,3322.4044000000004,1259.1897319999998,431.25
14201,69452.973,4190.035744999999,850.2379520000001,65.38
14202,67167.84109,5271.516983,401.860461,36.12
14203,65114.32003,7262.508164,16.605306,27.79
14204,62276.6986,9381.493325,0.0,22.81
14205,57871.61391,10694.078064,0.0,19.41
14206,53537.90684,11319.624406,0.0,17.6
14207,49966.26557,12436.979359,0.0,14.99
14208,47470.95065,13535.342842,0.0,13.17
14209,45514.13743,12812.754341,0.0,11.45
14210,44324.99812,12096.1445,0.0,13.05
14211,44087.50131,11620.917095,0.0,13.04
14212,45144.23767,11010.081432,0.0,12.4
14213,46863.73244,9828.291158,0.012399,14.23
14214,47435.9388,8994.548526,83.947158,16.49
14215,49814.01284,7169.569688999999,817.816384,18.75
14216,53740.17577,6694.51591,1507.687882,19.26
14217,58358.06613,6987.266283,1717.479052,24.01
14218,62713.57428,5925.809509,1778.997195,28.31
14219,66459.05586,4571.727964,1792.959792,73.9
14220,69670.17322,3869.909348,1744.526429,780.42
14221,71668.45383,4426.417499,1597.175213,2500.82
14222,72735.13357,5200.383446,1436.3487449999998,3351.01
14223,72857.93029,6144.219674,1524.544041,3494.28
14224,72324.34762,7560.581479,1428.180452,1571.05
14225,70483.3262,9546.828159,917.670812,134.18
14226,67618.09176,11452.655527,404.290552,30.96
14227,65413.65429,12168.960620999998,12.505741,26.91
14228,62752.58713,13825.796584,0.0,23.1
14229,59116.26681,14673.997828,0.0,19.46
14230,55403.32266,14446.130089,0.0,17.2
14231,52117.57452,14871.794763000002,0.0,14.31
14232,49451.43196,14988.417194,0.0,12.64
14233,47376.78012,14225.156241,0.0,10.78
14234,45853.01253,13427.364786,0.0,12.55
14235,44956.17505,12753.481639,0.0,11.59
14236,44852.88975,13202.363193,0.0,11.79
14237,45054.56555,13454.199441,0.011592,10.02
14238,45388.26788,12962.320142,73.57936,11.51
14239,48275.65879,11651.074253,735.19065,14.26
14240,52589.89141,13372.099904,1533.460135,16.09
14241,57009.31328,13905.248493,1761.6546999999998,18.65
14242,61016.99047,12458.066280999998,1804.008114,22.43
14243,64349.03642,10907.984514,1749.024453,29.72
14244,67014.32486,9680.597049999998,1693.38112,47.65
14245,69039.27259,9053.698478,1592.500582,143.61
14246,70271.83978,9023.297412999998,1380.901025,401.73
14247,70794.41266,9362.69391,1182.92188,698.83
14248,70529.29522,10106.987956,870.606862,183.13
14249,68986.09756,11549.600853,627.490646,41.81
14250,66363.86451,12615.603677,272.92172,29.01
14251,64258.681,12089.712221,12.697500000000002,25.69
14252,61852.35966,14156.612088,0.0,19.17
14253,58518.7104,15012.462759,0.0,17.48
14254,54939.07518,15014.278276,0.0,15.91
14255,51795.05785,14479.4545,0.0,13.74
14256,49221.97635,14608.16074,0.0,11.91
14257,47247.48265,15183.307032,0.0,10.36
14258,45778.22411,15079.935754,0.0,11.81
14259,44713.50515,14860.729907,0.0,10.44
14260,44298.68773,14726.316126,0.0,10.37
14261,44208.12122,14531.362748,0.0024,12.01
14262,44262.9292,14273.454549000002,52.073022,9.9
14263,47027.95356,14313.553361,647.099997,13.33
14264,51431.85055,16323.464331,1406.133455,14.63
14265,55591.97327,15518.646075,1592.674852,17.84
14266,59309.74963,12797.601616,1712.323397,21.18
14267,62387.64213,9999.047589999998,1801.4250499999998,28.49
14268,65314.93362,8211.737809999999,1797.5712630000005,36.34
14269,67977.57119,7467.315483,1761.52391,72.98
14270,70003.6111,6909.298885,1676.275344,210.83
14271,71238.95464,7077.866221,1510.3572800000002,553.5
14272,71504.89456,7811.373514999999,1264.334713,153.3
14273,70293.53421,9102.313125,993.25293,43.68
14274,67881.00214,11102.665471,324.185773,31.06
14275,66073.50698,12526.53625,11.886636,28.0
14276,63421.53876,13088.11207,0.0,21.74
14277,59330.23134,13984.461311,0.0,17.8
14278,54983.27482,14503.201185999998,0.0,15.79
14279,51530.04905,14487.530198,0.0,13.27
14280,49023.10202,14569.320984,0.0,11.87
14281,47264.81624,13739.482442,0.0,10.12
14282,46224.49487,12772.893971,0.0,12.44
14283,46094.82626,11806.641391,0.0,12.32
14284,47190.92376,11569.076118,0.0,11.99
14285,49121.98216,11292.252414,0.007821,13.67
14286,49455.98955,10559.304881,62.990025,14.15
14287,51590.84314,8907.911735,452.073256,16.43
14288,55237.62154,10016.067129,1108.736762,18.12
14289,59138.01832,9056.888913,1565.2788530000005,21.04
14290,62900.94008,7007.321687,1664.020078,25.54
14291,66567.98634,6564.705055999999,1716.056097,35.32
14292,70042.20661,6953.369476999999,1729.5345550000002,114.48
14293,72647.80574,7671.955400999999,1753.548764,734.57
14294,73793.6362,8287.739782,1771.969644,1349.67
14295,73870.62868,8867.424186,1735.8212910000002,1495.69
14296,73382.41562,9182.976297,1661.551537,398.67
14297,71938.95382,9380.617974,1305.069306,38.53
14298,69457.64827,9402.15744,422.292055,28.24
14299,67665.52135,9668.850012,8.113089,25.98
14300,64646.28538,11308.609792,0.0,19.49
14301,60035.6198,12516.264524,0.0,17.68
14302,55559.97465,13736.379153,0.0,15.43
14303,51874.77802,14196.612367000002,0.0,13.0
14304,49242.99798,13830.228577,0.0,12.14
14305,47190.81952,13186.856091,0.0,11.51
14306,45982.25356,12140.636425,0.0,12.59
14307,45599.06749,11196.153986999998,0.0,12.08
14308,46529.92879,9987.508337,0.0,13.1
14309,48518.43021,8730.539505,0.003983,14.73
14310,48763.64777,7351.243627,67.661975,15.97
14311,50626.2071,5035.3277020000005,799.261088,17.92
14312,54467.8299,5403.063007000001,1563.016908,19.33
14313,58619.19588,5231.186067000001,1752.932885,24.86
14314,62620.8782,4649.020891,1729.4075309999998,29.28
14315,65525.24809,4166.0118,1737.64967,47.8
14316,67493.57518,4351.579668,1725.207076,275.25
14317,68922.04737,4763.849762999999,1764.443859,1267.96
14318,70271.02569,5205.124157,1728.914386,2135.98
14319,71163.03486,6074.06806,1629.7354739999998,1860.79
14320,71171.35514,7194.9977420000005,1568.481215,540.47
14321,69660.7159,8192.135595,1264.331256,51.92
14322,67240.68783,8931.341228000001,437.877212,37.99
14323,65343.62389,8459.140354000001,10.45234,28.48
14324,62310.53925,9312.332706,0.0,25.47
14325,57804.75925,10578.073917000002,0.0,19.69
14326,53367.92939,11358.465006,0.0,17.21
14327,49868.07383,11276.892301999998,0.0,14.37
14328,47179.56211,10891.691222,0.0,13.5
14329,45196.67001,10704.461299,0.0,12.68
14330,43974.12146,10383.955615,0.0,12.19
14331,43778.37621,10384.228095,0.0,12.29
14332,44983.43895,10390.01373,0.0,13.16
14333,47111.95016,9712.930279,0.0059,15.84
14334,47410.58031,8115.646917,63.524730000000005,17.2
14335,49341.79317,5923.3336150000005,778.714122,19.12
14336,52831.12924,6115.914112,1542.92173,20.1
14337,56948.75184,5865.383989,1705.134421,26.0
14338,60914.30199,4132.355637,1798.322908,34.3
14339,64449.65193,3601.1831,1766.893915,49.77
14340,67539.05547,3641.214954,1721.984637,419.31
14341,69779.27995,3849.559511,1686.891243,1997.8
14342,70947.09236,4388.008313,1641.966941,3198.62
14343,71682.89057,5059.247283,1602.579952,2505.36
14344,71468.08102,6876.154103999999,1557.085743,693.01
14345,69771.3357,8878.8131,1281.74792,74.37
14346,67136.3238,10488.049622,501.370964,43.51
14347,65167.98366,10500.052295,9.796116,29.96
14348,62163.19,11453.701208,0.0,26.25
14349,57612.836,12004.301282,0.0,20.17
14350,53184.13242,12241.406760000002,0.0,18.0
14351,49457.85649,12083.017095,0.0,14.47
14352,46873.84071,11245.092018,0.0,13.54
14353,44962.68366,9718.885381,0.0,14.3
14354,43772.72093,8825.143173,0.0,13.47
14355,43470.22891,7921.383343,0.0,12.7
14356,44628.40488,6451.977301,0.0,13.69
14357,46768.52598,5634.221041999999,0.0,15.7
14358,47189.42221,4855.943314,60.350706,16.39
14359,49246.99225,3728.226232,694.59605,18.5
14360,52772.10183,4152.118801,1518.0338780000002,19.07
14361,56604.06539,3484.031213,1697.502439,23.68
14362,60167.35122,2473.58993,1765.199795,27.02
14363,63500.03632,1826.338861,1696.4127160000005,35.33
14364,66765.20324,2192.659137,1648.8625599999998,70.77
14365,69157.92499,3253.176787,1511.453632,174.7
14366,70549.44414,4317.782654,1348.969658,432.36
14367,71185.86494,4961.153286999999,1096.30977,465.81
14368,70687.34416,6989.567668,791.649876,124.92
14369,68861.94051,8359.04533,742.629076,39.59
14370,66167.11889,9390.857905,154.526156,32.01
14371,64199.93423,9249.185566,1.386826,28.24
14372,61333.0939,10444.242302,0.0,24.68
14373,57107.65294,10790.615778,0.0,20.01
14374,52801.43771,10681.606612,0.0,17.8
14375,49395.17579,10662.467949,0.0,14.39
14376,46975.45304,12271.71311,0.0,13.1
14377,45234.53412,11072.397589,0.0,13.98
14378,44067.54693,8277.439257,0.0,13.49
14379,43846.36896,6337.474968,0.0,13.13
14380,44926.79389,5771.275228,0.0,14.44
14381,46996.10063,5814.506741,0.0,17.21
14382,47374.83603,3995.700773000001,39.210652,18.92
14383,49309.92242,2403.617743,620.304152,19.45
14384,52613.20603,1935.59487,1401.223727,19.74
14385,56221.85991,1848.030869,1620.73617,24.22
14386,59743.7821,925.330713,1668.634127,28.33
14387,62625.31949,656.494262,1732.552014,36.0
14388,64679.61715,1327.920854,1710.86237,55.03
14389,65666.9408,2827.256465,1561.442047,86.07
14390,65979.66168,4720.076633999999,1344.595961,193.69
14391,65668.28249,6817.655082,1314.433849,166.82
14392,63996.06257,10000.629346999998,1040.439359,52.64
14393,61576.64222,10950.943267,692.560383,31.56
14394,59007.61861,11058.400171,152.3475,28.63
14395,57740.80885,10948.129352,1.125477,25.92
14396,55687.89217,11505.317453,0.0,22.89
14397,52564.45284,10495.999511000002,0.0,19.35
14398,49357.95864,9334.580139,0.0,17.63
14399,46369.31221,7152.257041000001,0.0,16.98
14400,44122.66278,5824.811025,0.0,15.52
14401,42451.83378,4642.794171,0.0,14.76
14402,41243.77184,3808.855818,0.0,14.98
14403,40740.43565,3420.482903,0.0,14.66
14404,40842.3133,2942.227277,0.0,14.93
14405,41426.47851,2975.987674,0.001761,16.47
14406,41990.42156,1870.739169,51.659442,16.72
14407,44365.59202,817.6993349999999,676.743559,18.59
14408,47597.6877,661.767624,1388.829023,20.0
14409,51387.35524,783.666362,1564.918779,22.54
14410,55281.92886,510.292065,1646.847668,25.55
14411,58521.80892,553.438335,1693.529966,31.52
14412,61337.97076,1160.931929,1668.6673970000002,40.02
14413,63562.43047,2483.4562800000003,1576.488194,50.02
14414,64689.27465,3579.5424840000005,1569.2728069999998,121.5
14415,64587.01507,4419.7747070000005,1469.24248,131.32
14416,63258.92868,5750.371856,1399.360361,54.19
14417,61028.29234,6726.1537,1079.298817,33.26
14418,58531.48942,7722.352229999999,366.080524,27.52
14419,57290.29927,8937.945472000001,6.710343,25.18
14420,55041.82489,9933.819017,0.0,21.32
14421,52061.81721,10308.922914,0.0,18.75
14422,49037.18282,10409.247454,0.0,17.56
14423,46300.42225,10632.371685000002,0.0,15.24
14424,44100.35703,9894.698713999998,0.0,13.99
14425,42453.44168,9518.129857,0.0,12.88
14426,41270.09222,9095.418965,0.0,11.98
14427,40562.37674,8655.976195,0.0,12.72
14428,40380.55192,8020.429905,0.0,11.43
14429,40573.00379,7445.108493000001,0.0,12.44
14430,40868.56822,7434.347089,52.420613,13.01
14431,43371.53826,5449.573297,734.8518670000001,15.49
14432,47292.18721,4796.316546,1539.538412,16.84
14433,51729.22067,4777.626975,1735.327342,20.39
14434,56130.34608,4658.407341,1780.507787,24.67
14435,59707.49677,5227.462089,1802.451514,33.26
14436,61640.76601,5736.938898,1773.269918,45.0
14437,63152.62422,6187.580226,1736.685977,54.01
14438,64423.86356,6167.434189,1703.703915,169.88
14439,65423.37912,5508.444181,1683.624898,179.17
14440,65697.0464,5119.054699,1627.242864,119.8
14441,65080.73299,5890.722938000001,1297.201238,49.78
14442,63282.07006,7364.516936,421.457824,36.47
14443,62144.74004,10085.550488,5.898659,26.63
14444,59742.53905,12684.446266,0.0,19.82
14445,55986.91968,14177.803434,0.0,17.04
14446,52010.62928,14516.893963,0.0,15.65
14447,48880.58905,14337.779328,0.0,13.17
14448,46775.32384,14656.976737,0.0,10.97
14449,45411.64299,14568.741862,0.0,10.3
14450,44676.44341,14454.568776,0.0,12.18
14451,44732.30207,14230.811699,0.0,12.41
14452,46169.54415,13981.34836,0.0,12.24
14453,48731.0393,13265.492422,0.0,13.68
14454,49072.09551,12611.207903,51.620561,15.01
14455,50798.69459,10889.510513,777.70947,16.67
14456,54345.18994,10606.62274,1618.263173,18.33
14457,58605.55172,10837.789003,1790.0393789999998,22.31
14458,62912.86102,9834.980863,1833.658143,27.08
14459,66780.65189,8739.570391,1825.563495,38.11
14460,70257.81554,8212.133618,1791.676736,201.11
14461,72927.86881,8559.567525999999,1756.9675350000002,1291.65
14462,73946.57425,9146.262246,1667.735437,3499.49
14463,74433.12468,9286.48895,1634.671249,2579.86
14464,74263.69367,9683.298185,1632.465184,1409.71
14465,73213.12256,11137.00558,1277.56044,146.48
14466,70760.41027,12568.613301,385.811257,36.92
14467,69051.36489,14970.562776,4.762329,29.2
14468,65942.50396,16545.294332999998,0.0,23.84
14469,61432.59876,16745.65217,0.0,21.39
14470,57066.34073,16606.362786,0.0,18.66
14471,53473.31958,15987.045364,0.0,13.42
14472,50917.65737,15508.733117,0.0,12.9
14473,48988.8562,14966.348375999998,0.0,12.41
14474,47686.14986,13630.902547,0.0,11.91
14475,47311.75559,12969.033957,0.0,12.18
14476,48239.15681,12919.143169,0.0,13.77
14477,49805.00531,12292.256032,0.0,15.62
14478,49568.74429,11255.937112,22.428224,16.65
14479,50018.33632,10673.8055,293.373153,18.66
14480,51796.41485,11338.265473,899.3757989999999,20.04
14481,54074.15375,12140.282486,1398.5852160000002,21.21
14482,55972.28521,11606.154122,1555.581417,26.04
14483,58060.57412,11807.651508,1574.591934,32.46
14484,60189.50654,11585.428346,1535.312397,51.07
14485,61147.09996,11276.206651,1470.404005,100.24
14486,61075.25226,11164.960651,1453.361179,211.84
14487,61125.95779,10290.630601,1309.303478,237.08
14488,60769.14332,10078.674325,1149.401905,85.87
14489,59458.26567,10171.528042000002,760.328937,36.2
14490,58011.18136,9427.469256,153.863123,29.47
14491,57404.1686,7931.325212000001,0.558123,25.26
14492,55152.86223,7074.478392,0.0,23.76
14493,51375.91082,7102.614082,0.0,19.09
14494,47746.52138,6959.928088999999,0.0,17.78
14495,44843.52513,6657.126391,0.0,16.77
14496,42817.19045,6024.087326000001,0.0,15.28
14497,41291.93536,5231.778662,0.0,14.8
14498,40587.75679,4141.268964,0.0,14.33
14499,40580.30756,3510.866989,0.0,14.31
14500,42135.22116,3242.444739,0.0,15.52
14501,44860.82495,2835.932024,0.0,17.4
14502,45547.30527,2433.686333,14.430356,17.62
14503,47241.07519,2062.915902,224.762881,18.47
14504,50019.88479,2296.787664,891.4238889999999,19.97
14505,53545.71026,2484.662449,1368.664636,21.2
14506,56995.32902,1540.473816,1304.96672,26.26
14507,60188.0279,1473.603807,1396.595125,30.6
14508,63004.63323,2000.007065,1536.33569,39.52
14509,65259.83062,3045.964522,1589.907454,62.34
14510,66618.35869,3460.913735,1652.268289,114.36
14511,67180.53759,3916.625832,1522.726494,121.86
14512,66159.97414,5253.691584,1440.814079,46.49
14513,63909.8862,6515.027177999999,1072.3972239999998,32.52
14514,61499.1997,6632.228648,290.531985,29.6
14515,60113.52628,6918.537571000001,0.695289,27.21
14516,57187.73479,8061.779882,0.0,22.18
14517,52939.48093,8822.049769,0.0,19.68
14518,48903.105,9459.852679,0.0,17.86
14519,45663.6465,10258.465595,0.0,16.46
14520,43421.18358,10515.781468,0.0,14.91
14521,41908.04516,9986.014547,0.0,15.05
14522,41000.96598,9229.319648,0.0,14.58
14523,41020.46359,9054.756884,0.0,14.69
14524,42365.7777,9248.711564,0.0,14.8
14525,44850.37646,9403.408094,0.0,16.28
14526,45441.76898,9563.683742,42.585033,16.96
14527,47127.48999,7534.834656999999,683.961986,17.58
14528,50522.37544,6563.235754,1508.996232,19.38
14529,54767.15291,6854.443749,1756.1754460000002,20.84
14530,58882.20202,6980.5913,1808.444526,25.74
14531,62709.74507,5576.797092999999,1833.270306,36.1
14532,66111.04757,5096.437605,1832.923398,50.47
14533,68772.72824,5738.428097,1810.071284,101.17
14534,70450.71125,6197.31141,1767.275009,191.18
14535,71071.62938,6642.975523,1735.780986,213.32
14536,70494.48504,7715.474811999999,1600.2785600000002,70.1
14537,68697.63342,8893.951171,1116.170026,35.59
14538,65845.60721,9766.408891,289.887719,28.1
14539,64106.34643,10642.869361,0.528668,23.84
14540,61099.82784,12411.207266,0.0,18.8
14541,56790.67608,12873.916375,0.0,17.54
14542,52621.9261,13752.010153,0.0,16.24
14543,49077.59589,13385.204666,0.0,13.91
14544,46437.39969,13060.799241,0.0,12.7
14545,44486.51293,12132.117363,0.0,13.79
14546,43216.92953,10597.916021,0.0,13.17
14547,42917.21618,9640.558400999998,0.0,13.35
14548,44128.73587,8925.162863,0.0,12.38
14549,46365.87207,8284.175261999999,0.0,14.24
14550,46704.23076,8099.122038,29.097247000000003,15.1
14551,48343.40164,7188.544466000001,581.197015,16.78
14552,51558.27494,6048.776874,1472.062867,19.2
14553,55325.22803,5432.668723000001,1707.6461880000002,21.34
14554,59031.90714,4966.916145,1750.598008,27.5
14555,62215.08961,4748.929215,1688.765241,35.59
14556,64861.33739,5624.697350999999,1671.678888,60.1
14557,64632.40052,6330.012269000001,1528.304852,92.22
14558,63757.36083,7403.821221,1519.153862,173.2
14559,62705.39755,7580.587465999999,1128.2074209999998,144.0
14560,61162.28841,8234.187197,893.753244,49.47
14561,58798.45225,9331.996107,467.132269,30.0
14562,56184.0691,9910.790639,147.398494,27.5
14563,55034.23697,9878.75988,2.037018,23.46
14564,52928.90887,10747.473998999998,0.0,20.22
14565,50079.05252,11566.973505000002,0.0,18.33
14566,47003.08514,11571.143317,0.0,17.14
14567,44144.52601,11026.360883,0.0,15.0
14568,41822.40877,9081.57728,0.0,13.95
14569,40110.92669,7661.638081,0.0,13.77
14570,38929.64485,6083.771279,0.0,13.55
14571,38288.36493,5239.2856440000005,0.0,13.74
14572,38275.51207,4537.569577,0.0,14.48
14573,38783.03043,3881.405702,0.0,15.05
14574,39259.22462,3344.316349,40.786276,15.66
14575,41644.36553,2127.003227,704.398901,18.12
14576,45063.11817,1572.919245,1513.48372,19.49
14577,48480.30283,1463.721962,1723.17277,22.11
14578,51730.89067,1064.391142,1793.746797,29.4
14579,54551.77487,1142.6344399999998,1722.968258,47.0
14580,56886.28084,1237.336059,1720.107084,73.31
14581,58638.4778,1433.61315,1594.677376,93.0
14582,59700.72044,2492.537739,1495.964336,125.5
14583,60185.88687,3498.74811,1444.375015,121.02
14584,59877.72352,4111.091559,1224.514661,65.7
14585,58533.06333,5227.093008,863.106447,39.91
14586,56111.13311,6227.720876,214.545377,34.48
14587,54617.60954,6117.241609,1.433816,26.08
14588,52265.45496,6739.6631130000005,0.0,21.96
14589,49168.45519,7407.362093,0.0,19.08
14590,46190.20339,7521.860631,0.0,17.83
14591,43269.70748,7447.715634,0.0,14.87
14592,41119.26822,7333.661370999999,0.0,14.27
14593,39423.74544,6509.084313,0.0,13.59
14594,38202.46428,5596.043900000001,0.0,13.79
14595,37497.08909,4648.62018,0.0,13.62
14596,37231.13063,4163.611605,0.0,13.53
14597,37341.71695,2863.904143,0.0,14.81
14598,37452.31619,1885.93037,29.02781,15.9
14599,40220.22545,912.847214,639.707214,17.54
14600,44581.36866,281.594498,1447.204895,19.01
14601,49197.80489,267.870807,1645.803801,21.39
14602,53348.9942,247.095164,1757.27481,26.91
14603,56944.38515,504.6287960000001,1753.0723869999997,36.66
14604,59917.94606,875.08839,1608.993794,40.63
14605,62226.508,1211.588848,1445.469465,61.18
14606,63585.73187,1903.140993,1307.95415,105.96
14607,64245.82092,3415.380848,1294.066404,121.74
14608,63910.36183,4209.093940000001,1161.270163,69.23
14609,62118.16715,5286.949728,433.416081,40.03
14610,59268.73954,5477.667353000001,100.903952,32.12
14611,57331.70548,5742.891522,1.219165,27.98
14612,54463.24643,7015.320223000001,0.0,22.21
14613,51129.53286,7866.5144,0.0,18.96
14614,47720.40311,7316.453215,0.0,17.73
14615,44659.89313,6417.330927,0.0,17.48
14616,42290.44523,5388.666488,0.0,16.43
14617,40553.32505,4949.560503000001,0.0,15.57
14618,39348.03978,4262.379559,0.0,15.08
14619,38802.55094,3786.443071,0.0,15.01
14620,38804.3391,3521.242574,0.0,14.94
14621,38981.93443,3160.965683,0.0,15.38
14622,38803.58353,2854.718162,45.453196,15.64
14623,41294.84025,1998.00785,743.758767,18.14
14624,45714.11507,1094.1273729999998,1602.132118,20.77
14625,50844.84433,1177.331231,1762.736343,26.57
14626,55511.71202,1355.921992,1772.467739,30.76
14627,59455.12574,1640.1823869999998,1761.31705,40.56
14628,62269.51107,2092.615345,1761.2437599999998,50.54
14629,64398.55277,2883.4505000000004,1695.246997,96.76
14630,65852.26299,3211.748609,1697.6829899999998,157.92
14631,66653.8446,3590.150988,1645.5526539999998,182.17
14632,66397.26113,4133.0871480000005,1601.21185,90.49
14633,64690.03129,5202.345432,1201.829108,44.94
14634,62049.99267,6350.723394,300.088839,38.32
14635,60212.32982,6705.543521,0.576736,29.46
14636,56843.53501,7893.589577,0.0,23.02
14637,52327.9229,8714.122503999999,0.0,19.76
14638,47943.29775,8956.417092,0.0,18.52
14639,44462.5091,8785.212531000001,0.0,15.69
14640,42043.56942,8057.163122999999,0.0,14.46
14641,40441.54971,7486.548446,0.0,13.98
14642,39500.26557,7173.080017,0.0,13.44
14643,39441.25446,7003.9393660000005,0.0,13.54
14644,40812.55646,6745.5051,0.0,14.12
14645,43326.75353,6469.966521,0.0,17.88
14646,43927.84695,6211.533224,43.320263,19.04
14647,45813.18609,5155.009958,714.102355,21.24
14648,49355.73945,3148.005623,1593.34363,22.97
14649,53714.90191,3727.684997,1785.1353319999998,28.08
14650,57716.08535,3125.490458,1809.509724,34.78
14651,61209.93942,2579.252999,1773.2323889999998,48.48
14652,64555.42765,2672.013176,1714.84434,103.42
14653,66841.58817,2536.81433,1646.046299,250.25
14654,67960.55082,2336.505376,1567.627309,393.4
14655,68579.51951,2664.7200780000003,1486.249458,524.18
14656,68100.81328,3461.4671419999995,1492.699384,219.13
14657,66263.87983,4031.15332,1098.750061,49.56
14658,63738.77839,4841.347335,290.01447599999995,41.82
14659,61985.76436,6537.56783,0.187526,36.87
14660,58528.94429,8893.633436,0.0,27.46
14661,54002.01066,10075.632673,0.0,21.0
14662,49639.26642,10379.647106,0.0,19.05
14663,46181.12596,10145.184653,0.0,16.24
14664,43702.35611,9280.720721000002,0.0,15.25
14665,41983.10624,8208.936314,0.0,14.6
14666,40977.51038,7297.685162,0.0,14.2
14667,40793.16556,6382.994672999999,0.0,14.34
14668,42189.67374,5837.452111999999,0.0,14.96
14669,44458.46799,5214.430050999999,0.0,17.84
14670,45105.94538,4785.319731,37.770621,17.99
14671,46983.0112,4035.156395,687.889631,19.84
14672,50737.29412,3298.701691,1560.479867,22.02
14673,55036.5664,3886.234522,1778.54256,26.92
14674,58924.7597,4118.91444,1730.273993,31.63
14675,62060.57947,5141.333001999999,1505.272737,43.93
14676,64908.19312,5666.635527,1589.949149,80.05
14677,66802.39025,5909.741548,1430.054285,232.32
14678,67918.52771,5861.104318000001,1521.60301,558.87
14679,68537.9898,5787.369649,1462.749773,664.56
14680,68157.6696,5647.832485,1312.597707,199.0
14681,66274.49495,5714.516028,866.985265,56.09
14682,63744.31239,6218.553242,208.348082,44.62
14683,61814.25528,7260.157700999999,0.230022,33.56
14684,58170.47717,8335.364645,0.0,24.98
14685,53527.75504,9021.622293,0.0,19.97
14686,49102.76826,9367.033167,0.0,18.38
14687,45540.10706,9201.082626,0.0,15.52
14688,43011.24467,8911.459050000001,0.0,14.36
14689,41226.50386,8128.925979,0.0,13.54
14690,40129.3866,7126.324100999999,0.0,13.22
14691,39838.05303,6862.196381,0.0,13.43
14692,41130.08767,6746.7917290000005,0.0,14.27
14693,43594.73111,6342.282375000001,0.0,16.44
14694,44053.00509,5604.173258,36.148712,17.21
14695,45759.38004,4388.423081000001,666.5615479999999,18.83
14696,49419.91084,3316.6162160000003,1511.6657689999995,21.55
14697,53772.51049,4167.214452,1681.423287,26.2
14698,58096.09758,3962.571879,1723.683019,30.76
14699,61597.43437,2512.177855,1580.132443,62.18
14700,64557.79184,2433.5619770000003,1515.877109,499.64
14701,66616.79071,2528.266044,1606.334104,2573.94
14702,67553.80034,2347.048283,1682.6549610000002,4262.77
14703,68100.65449,2095.451539,1544.558433,5008.13
14704,67793.12404,2210.373113,1460.749289,2490.17
14705,66230.08917,2625.16495,1042.357152,422.9
14706,63690.89153,2838.351127,247.834297,54.87
14707,61690.97324,3946.732085,0.000147,40.2
14708,58311.13003,5513.758299000001,0.0,26.5
14709,53866.72828,6991.960486,0.0,20.62
14710,49457.38297,7478.360735,0.0,17.77
14711,45981.39775,7781.161119,0.0,14.4
14712,43411.80236,7654.960865999999,0.0,12.82
14713,41578.7034,7522.126626,0.0,9.79
14714,40489.16485,6306.783401999999,0.0,7.89
14715,40316.72164,5315.82121,0.0,9.2
14716,41560.58811,4792.264035,0.0,12.01
14717,43876.98837,4361.431551,0.0,15.2
14718,44416.18324,4061.640476,35.329274,16.27
14719,46199.60297,3521.206262,554.566928,18.14
14720,50031.43871,2475.544964,1325.7349330000002,19.71
14721,54700.8684,2357.084846,1522.550389,25.23
